ImagePath,Layer_1_True,Layer_1_ans,Layer_2_True,Layer_2_ans,Layer_3_True,Layer_3_ans,sub_class,subtwo_class,super_class
LIGHT METAL@UP@CF@Cell_20220514_7U2B34J9E0FE-1-2.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'CF DEFECT', 'M1-ABNORMAL', 'CF REPAIR FAIL', 'POLYMER']","['CF', 'TFT']"
ITO-RESIDUE-T@NP@TFT@Array_20221027_BAP76XC-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'INT', 'OP', 'UP']","['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'ESD', 'POLYMER']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220627_B4PY3HS-1-2.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'ESD', 'CF DEFECT', 'AS-RESIDUE-E', 'CF REPAIR FAIL']","['TFT', 'CF']"
POLYMER@UP@TFT@Cell_20220826_CG2B80Z4F0AB-1-3.jpg,TFT,TFT,UP,UP,POLYMER,POLYMER,"['UP', 'OP', 'INT', 'NP']","['POLYMER', 'LIGHT METAL', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'GLASS BROKEN']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_20221011_H7D10SC-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'INT', 'UP', 'OP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'ESD']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20220719_B70M1WE-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'LIGHT METAL', 'PV-HOLE-T']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20220530_B4WS4SL-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'CF REPAIR FAIL', 'GLASS CULLET', 'PI SPOT-WITH PAR', 'ESD']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_20220927_B65B4UC-1-4.jpg,CF,CF,NP,NP,CF DEFECT,CF PS DEFORMATION,"['NP', 'UP', 'INT', 'OP']","['CF PS DEFORMATION', 'CF REPAIR FAIL', 'CF DEFECT', 'PI SPOT-WITH PAR', 'ESD']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20220817_B75W2FG-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'FIBER', 'ESD', 'PI SPOT-WITH PAR', 'CF DEFECT']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220830_B3061RS-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'CF PS DEFORMATION']","['CF', 'TFT']"
POLYMER@OP@TFT@Cell_20221007_B96H7NB-1-4.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'UP', 'INT', 'NP']","['POLYMER', 'PV-HOLE-T', 'CF DEFECT', 'AS-RESIDUE-E', 'ESD']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220527_B19G1PR-1-2.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'UP', 'OP']","['CF REPAIR FAIL', 'FIBER', 'CF PS DEFORMATION', 'AS-RESIDUE-E', 'M1-ABNORMAL']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_20221019_B65L8DR-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'NP', 'OP', 'INT']","['FIBER', 'PV-HOLE-T', 'LIGHT METAL', 'ITO-RESIDUE-T', 'CF REPAIR FAIL']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220706_B63081G-1-1.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'OP', 'NP']","['PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'CF REPAIR FAIL']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_20221018_B95C2TF-1-2.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'OP', 'INT', 'UP']","['CF DEFECT', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'FIBER']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20221025_B93A6XF-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'UP', 'NP']","['FIBER', 'CF PS DEFORMATION', 'POLYMER', 'PI SPOT-WITH PAR', 'GLASS BROKEN']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20220621_B27F7NF-1-2.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'ESD', 'GLASS BROKEN']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20221028_BAMV2NH-1-1.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'M1-ABNORMAL', 'ESD', 'FIBER', 'GLASS CULLET']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20220606_B4WU8SH-1-1.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'INT', 'OP']","['AS-RESIDUE-E', 'CF DEFECT', 'ESD', 'GLASS CULLET', 'M1-ABNORMAL']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_20220914_CA2B819110NC-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'OP', 'INT']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'FIBER', 'M1-ABNORMAL']","['CF', 'TFT']"
POLYMER@OP@TFT@Cell_20220920_B4XV11H-1-4.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'UP', 'INT', 'NP']","['POLYMER', 'PV-HOLE-T', 'FIBER', 'ESD', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220821_B7648AA-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'OP', 'UP']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'PV-HOLE-T', 'POLYMER', 'M1-ABNORMAL']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20221018_CG2B8761V0MA-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'LIGHT METAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'CF REPAIR FAIL']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_20220522_B4P81BJ-1-2.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'INT', 'NP', 'OP']","['FIBER', 'ESD', 'CF PS DEFORMATION', 'ITO-RESIDUE-T', 'POLYMER']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20221012_B9434HE-1-2.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'ESD', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220730_B4T61NM-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'INT', 'UP']","['CF REPAIR FAIL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'LIGHT METAL', 'PV-HOLE-T']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220801_B64U3EP-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'M1-ABNORMAL']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_20220523_B53L4LD-1-1.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'OP', 'INT']","['CF PS DEFORMATION', 'PV-HOLE-T', 'AS-RESIDUE-E', 'FIBER', 'ITO-RESIDUE-T']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220509_B4WK0SR-1-1.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'FIBER']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220512_B4XQ24C-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'UP', 'OP']","['CF REPAIR FAIL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'CF PS DEFORMATION', 'ESD']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220625_B6146AG-1-1.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'UP', 'OP', 'INT']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'PV-HOLE-T']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_20220516_B4PR14L-1-2.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'UP', 'INT', 'OP']","['M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']","['TFT', 'CF']"
FIBER@OP@CF@Cell_20220825_B6193NH-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'UP', 'NP']","['FIBER', 'PV-HOLE-T', 'LIGHT METAL', 'GLASS BROKEN', 'ESD']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20221010_B96E2QC-2-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'GLASS BROKEN', 'LIGHT METAL']","['TFT', 'CF']"
ESD@INT@TFT@Cell_20220712_B54H5N5-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'UP', 'OP']","['ESD', 'CF REPAIR FAIL', 'PV-HOLE-T', 'FIBER', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_20221101_BANK9RR-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'FIBER', 'LIGHT METAL', 'ITO-RESIDUE-T', 'ESD']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20221015_B95B54F-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'UP', 'INT', 'OP']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'ESD']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220710_B51U91B-1-1.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'ESD', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_20221024_B95N6WE-1-2.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'OP', 'INT', 'UP']","['CF DEFECT', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'ESD']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20220518_B4XJ2VD-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'GLASS BROKEN']","['CF', 'TFT']"
ESD@INT@TFT@Cell_20220519_B3DA647-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'UP', 'OP']","['ESD', 'PV-HOLE-T', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_20221021_B8316DR-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'ESD']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_20221015_B95C2BF-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'CF PS DEFORMATION', 'FIBER', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20220909_B4PD6AV-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'ESD', 'GLASS BROKEN']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_20220707_B62934T-2-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'INT', 'UP']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['TFT', 'CF']"
ESD@INT@TFT@Cell_20221027_BAMQ0QP-1-2.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'OP', 'NP', 'UP']","['ESD', 'GLASS CULLET', 'M1-ABNORMAL', 'FIBER', 'PV-HOLE-T']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220626_B5512XR-1-2.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'UP', 'INT']","['POLYMER', 'CF REPAIR FAIL', 'FIBER', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20220901_BBNY1VA-1-3.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'INT', 'UP', 'OP']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'ESD', 'CF PS DEFORMATION', 'PV-HOLE-T']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220613_B55M94P-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'FIBER', 'AS-RESIDUE-E']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220626_8L2B55D3E0EJ-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'ITO-RESIDUE-T', 'POLYMER', 'PV-HOLE-T', 'CF REPAIR FAIL']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_20220813_C92B6256K0FJ-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'FIBER', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
ITO-RESIDUE-T@NP@TFT@Array_20220717_B6633AK-1-1.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'OP', 'INT', 'UP']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'FIBER']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_20220825_B76C5KF-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'INT', 'OP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ESD', 'PI SPOT-WITH PAR', 'LIGHT METAL']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220503_B3DE7CH-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'OP', 'UP']","['CF REPAIR FAIL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'LIGHT METAL', 'ESD']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20220924_7S2B71U3A0JE-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'INT', 'UP']","['FIBER', 'POLYMER', 'CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20221023_BAL91CV-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'POLYMER', 'FIBER', 'M1-ABNORMAL']","['CF', 'TFT']"
POLYMER@OP@TFT@Cell_20220824_7A2B75T510LF-1-4.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'ESD', 'LIGHT METAL', 'CF DEFECT']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220503_B3GC8PB-1-2.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'ESD', 'CF PS DEFORMATION']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_20220503_B4QK14E-1-2.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'NP', 'INT', 'OP']","['FIBER', 'POLYMER', 'CF REPAIR FAIL', 'ESD', 'M1-ABNORMAL']","['TFT', 'CF']"
FIBER@OP@CF@Cell_20220510_B39833T-1-2.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'UP', 'INT']","['FIBER', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'CF DEFECT', 'ITO-RESIDUE-T']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20220803_B60F23G-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'INT', 'UP', 'OP']","['CF DEFECT', 'PI SPOT-WITH PAR', 'ESD', 'FIBER', 'ITO-RESIDUE-T']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@CF@Cell_20220523_B51F9LA-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'GLASS CULLET', 'FIBER', 'M1-ABNORMAL', 'PV-HOLE-T']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_20220916_B56M8AS-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'NP', 'INT']","['FIBER', 'LIGHT METAL', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'CF REPAIR FAIL']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220917_B64M22C-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220811_B9746RA-1-2.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'LIGHT METAL', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220802_B70Z6TK-1-2.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'OP', 'UP']","['GLASS BROKEN', 'FIBER', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220926_B53L9QB-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'FIBER', 'ESD', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20221027_BAMS1ZL-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'OP', 'NP']","['GLASS BROKEN', 'PI SPOT-WITH PAR', 'FIBER', 'LIGHT METAL', 'CF PS DEFORMATION']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20221017_H9FG3AC-1-2.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR', 'GLASS CULLET']","['TFT', 'CF']"
ITO-RESIDUE-T@NP@TFT@Array_20220706_B52D7TC-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'OP', 'INT', 'UP']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'FIBER']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20221031_B9774PK-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'PV-HOLE-T', 'POLYMER', 'CF REPAIR FAIL', 'CF DEFECT']","['TFT', 'CF']"
FIBER@OP@CF@Cell_20220516_B3BR6QM-1-2.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'UP', 'INT']","['FIBER', 'POLYMER', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'CF DEFECT']","['CF', 'TFT']"
LIGHT METAL@UP@CF@Cell_20220830_9H2B64J7Z0EC-1-4.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'ITO-RESIDUE-T', 'FIBER', 'PV-HOLE-T', 'M1-ABNORMAL']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20220804_B71V6ZB-1-2.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'CF DEFECT']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_20220526_B51J6BA-1-1.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'INT', 'OP']","['CF PS DEFORMATION', 'CF DEFECT', 'PV-HOLE-T', 'ESD', 'GLASS CULLET']","['CF', 'TFT']"
POLYMER@OP@TFT@Cell_20220726_3J2B71P3D0FA-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'UP', 'INT']","['POLYMER', 'ITO-RESIDUE-T', 'FIBER', 'LIGHT METAL', 'AS-RESIDUE-E']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220523_B52F2VN-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'OP', 'NP']","['PI SPOT-WITH PAR', 'GLASS BROKEN', 'POLYMER', 'M1-ABNORMAL', 'ESD']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220502_B4R89AB-2-2.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'OP', 'UP', 'INT']","['PV-HOLE-T', 'POLYMER', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'CF DEFECT']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220523_B4XN13G-1-2.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'CF PS DEFORMATION', 'ESD', 'M1-ABNORMAL']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_20220809_B74J81E-1-1.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'UP', 'INT']","['GLASS CULLET', 'LIGHT METAL', 'ITO-RESIDUE-T', 'CF DEFECT', 'CF PS DEFORMATION']","['CF', 'TFT']"
LIGHT METAL@UP@CF@Cell_20220612_B4PW5FU-1-1.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'ITO-RESIDUE-T', 'POLYMER', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220830_B24Y2CJ-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'INT', 'UP']","['CF REPAIR FAIL', 'PV-HOLE-T', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'LIGHT METAL']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_20220711_B60L5ED-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'OP', 'UP', 'INT']","['CF PS DEFORMATION', 'LIGHT METAL', 'PI SPOT-WITH PAR', 'FIBER', 'POLYMER']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20220728_842B7124F0AG-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'CF REPAIR FAIL', 'FIBER', 'ITO-RESIDUE-T', 'PV-HOLE-T']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220914_B83X9AA-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'UP', 'OP']","['CF REPAIR FAIL', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T']","['CF', 'TFT']"
