ImagePath,Layer_1_True,Layer_1_ans,Layer_2_True,Layer_2_ans,Layer_3_True,Layer_3_ans,sub_class,subtwo_class,super_class
LIGHT METAL@UP@CF@Cell_B4LS1QT-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'OP', 'INT']","['LIGHT METAL', 'CF PS DEFORMATION', 'ITO-RESIDUE-T', 'CF REPAIR FAIL', 'FIBER']","['CF', 'TFT']"
FIBER@OP@CF@Cell_B5B24EB-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'INT', 'UP']","['FIBER', 'CF DEFECT', 'POLYMER', 'LIGHT METAL', 'CF PS DEFORMATION']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_B33Y73Q-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'ESD', 'M1-ABNORMAL']","['TFT', 'CF']"
FIBER@OP@CF@Cell_B57D7WC-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'INT', 'UP']","['FIBER', 'GLASS CULLET', 'ITO-RESIDUE-T', 'POLYMER', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_B57T7DR-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF REPAIR FAIL,"['NP', 'INT', 'UP', 'OP']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'AS-RESIDUE-E', 'ESD', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_BCWD1ZE-1-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'CF REPAIR FAIL', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
AS-RESIDUE-E@NP@TFT@Array_B64C5RH-1-4.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,M1-ABNORMAL,"['NP', 'UP', 'OP', 'INT']","['M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'CF REPAIR FAIL', 'LIGHT METAL']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_B4VV3RC-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'INT', 'OP', 'UP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'LIGHT METAL', 'ESD']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_B4UZ7CN-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'UP', 'INT', 'NP']","['GLASS CULLET', 'LIGHT METAL', 'CF DEFECT', 'FIBER', 'CF REPAIR FAIL']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_B4MA0UR-1-3.jpg,TFT,TFT,NP,UP,M1-ABNORMAL,PI SPOT-WITH PAR,"['UP', 'INT', 'NP', 'OP']","['PI SPOT-WITH PAR', 'FIBER', 'ESD', 'AS-RESIDUE-E', 'GLASS BROKEN']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_B4VV23B-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'OP', 'INT', 'UP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ESD', 'ITO-RESIDUE-T', 'AS-RESIDUE-E']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_B5BK1KD-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'ITO-RESIDUE-T']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_B6197BL-1-3.jpg,CF,CF,NP,OP,CF DEFECT,FIBER,"['OP', 'NP', 'UP', 'INT']","['FIBER', 'ITO-RESIDUE-T', 'CF DEFECT', 'GLASS CULLET', 'CF REPAIR FAIL']","['CF', 'TFT']"
FIBER@OP@CF@Cell_B58Q2US-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'UP', 'NP']","['FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'ESD', 'LIGHT METAL']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_B5D78PC-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,ITO-RESIDUE-T,"['NP', 'INT', 'UP', 'OP']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'ESD']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_B5AY6RA-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'M1-ABNORMAL']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_H5E51QJ-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'FIBER', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'CF DEFECT']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_B5CM1XB-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_B61F71N-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'POLYMER', 'FIBER', 'LIGHT METAL']","['TFT', 'CF']"
FIBER@OP@CF@Cell_6Q3B50F1S0BD-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'UP', 'INT', 'NP']","['FIBER', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['CF', 'TFT']"
ESD@INT@TFT@Cell_7U3B1BG2B0BB-1-2.jpg,TFT,TFT,INT,INT,ESD,GLASS BROKEN,"['INT', 'NP', 'OP', 'UP']","['GLASS BROKEN', 'ESD', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'GLASS CULLET']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_B5CV0RF-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'INT', 'UP', 'OP']","['CF DEFECT', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
FIBER@OP@CF@Cell_B4WQ5AF-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'NP', 'UP']","['FIBER', 'PV-HOLE-T', 'CF DEFECT', 'ESD', 'POLYMER']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_B91U92D-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'NP', 'INT']","['FIBER', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'LIGHT METAL']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_B57L7SH-1-3.jpg,CF,CF,OP,UP,GLASS CULLET,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'POLYMER', 'GLASS CULLET', 'ESD', 'CF REPAIR FAIL']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_B5654ZJ-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_B4VV0YB-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'OP', 'INT', 'UP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'FIBER', 'LIGHT METAL']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_H5E56CC-1-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,ITO-RESIDUE-T,"['NP', 'UP', 'OP', 'INT']","['ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_B8617TH-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'POLYMER', 'LIGHT METAL', 'GLASS BROKEN', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_B1103YH-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'FIBER', 'CF PS DEFORMATION']","['CF', 'TFT']"
LIGHT METAL@UP@CF@Cell_B4MB8GB-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'ITO-RESIDUE-T']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_B4UZ0ND-1-3.jpg,CF,CF,OP,NP,GLASS CULLET,CF PS DEFORMATION,"['NP', 'INT', 'OP', 'UP']","['CF PS DEFORMATION', 'CF REPAIR FAIL', 'GLASS BROKEN', 'ESD', 'M1-ABNORMAL']","['CF', 'TFT']"
ESD@INT@TFT@Cell_7U3B1BG2B0BB-1-3.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'UP', 'OP', 'NP']","['ESD', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'GLASS BROKEN', 'GLASS CULLET']","['TFT', 'CF']"
AS-RESIDUE-E@NP@TFT@Array_B5AZ5WL-1-4.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'INT', 'UP', 'OP']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'GLASS BROKEN']","['TFT', 'CF']"
M1-ABNORMAL@NP@TFT@Array_BATX5AH-1-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'M1-ABNORMAL']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_B5634TM-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'FIBER', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'M1-ABNORMAL']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_B5CG14M-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'POLYMER', 'M1-ABNORMAL', 'LIGHT METAL', 'GLASS BROKEN']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_B5DD4FP-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'POLYMER', 'GLASS BROKEN', 'M1-ABNORMAL', 'ITO-RESIDUE-T']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_B81X1WG-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'NP', 'INT']","['FIBER', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'LIGHT METAL', 'ESD']","['TFT', 'CF']"
ESD@INT@TFT@Cell_B1BC54L-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'OP', 'UP']","['ESD', 'PV-HOLE-T', 'POLYMER', 'CF PS DEFORMATION', 'ITO-RESIDUE-T']","['TFT', 'CF']"
FIBER@OP@CF@Cell_B5CV0CN-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'UP', 'INT', 'NP']","['FIBER', 'PV-HOLE-T', 'LIGHT METAL', 'ESD', 'GLASS BROKEN']","['CF', 'TFT']"
LIGHT METAL@UP@CF@Cell_B62X9UC-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'OP', 'INT', 'NP']","['LIGHT METAL', 'POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'GLASS BROKEN']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_BATT8SM-1-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'UP', 'INT', 'OP']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF DEFECT']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_B62X2HA-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'PV-HOLE-T', 'CF REPAIR FAIL', 'CF PS DEFORMATION']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_B5B11KT-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'POLYMER', 'CF PS DEFORMATION', 'GLASS BROKEN']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_B51F9EM-2-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'CF DEFECT', 'GLASS CULLET', 'LIGHT METAL', 'PV-HOLE-T']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_B4U61PE-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'INT', 'OP', 'UP']","['CF DEFECT', 'PV-HOLE-T', 'CF REPAIR FAIL', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_B64C5RH-1-5.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'INT', 'UP', 'OP']","['AS-RESIDUE-E', 'PV-HOLE-T', 'M1-ABNORMAL', 'LIGHT METAL', 'CF REPAIR FAIL']","['TFT', 'CF']"
POLYMER@UP@TFT@Cell_B4NV6TS-1-3.jpg,TFT,TFT,UP,UP,POLYMER,POLYMER,"['UP', 'OP', 'INT', 'NP']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'ESD']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_B5052PC-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'FIBER']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_B60N7SA-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'ESD', 'POLYMER']","['CF', 'TFT']"
ITO-RESIDUE-T@NP@TFT@Array_B58A1RQ-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'INT', 'OP', 'UP']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'GLASS BROKEN']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_B4NN8NM-1-5.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'CF PS DEFORMATION', 'PV-HOLE-T']","['CF', 'TFT']"
POLYMER@OP@TFT@Cell_B59E4EN-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'UP', 'INT', 'NP']","['POLYMER', 'CF PS DEFORMATION', 'CF DEFECT', 'AS-RESIDUE-E', 'LIGHT METAL']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_B5BK9MG-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'ESD']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_6Q3B5DG5K0GD-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'CF DEFECT', 'ITO-RESIDUE-T']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_B6138DJ-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'ESD', 'CF DEFECT']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_B5DQ4UJ-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION']","['CF', 'TFT']"
ITO-RESIDUE-T@NP@TFT@Array_B56Z6UP-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'INT', 'OP', 'UP']","['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'POLYMER', 'M1-ABNORMAL', 'ESD']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_B5637ZD-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'INT', 'UP']","['GLASS CULLET', 'CF DEFECT', 'FIBER', 'PV-HOLE-T', 'ESD']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_B5DP2SB-1-3.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'OP', 'INT']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'FIBER', 'CF DEFECT', 'PV-HOLE-T']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_B5BH1VR-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'CF DEFECT', 'FIBER', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['CF', 'TFT']"
POLYMER@UP@TFT@Cell_B5AZ6CT-1-3.jpg,TFT,TFT,UP,UP,POLYMER,POLYMER,"['UP', 'NP', 'INT', 'OP']","['POLYMER', 'PV-HOLE-T', 'LIGHT METAL', 'ESD', 'CF REPAIR FAIL']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_B62X2DD-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'INT', 'UP']","['CF REPAIR FAIL', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_B5CU5WT-1-3.jpg,TFT,TFT,NP,UP,M1-ABNORMAL,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'FIBER']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_B5DD5NE-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'OP', 'UP', 'INT']","['CF DEFECT', 'CF REPAIR FAIL', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_B5BH8TF-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'INT', 'UP']","['CF REPAIR FAIL', 'GLASS CULLET', 'CF PS DEFORMATION', 'FIBER', 'LIGHT METAL']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_B5CU5YT-1-3.jpg,TFT,TFT,NP,UP,M1-ABNORMAL,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_B53U41R-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'UP', 'NP', 'INT']","['GLASS CULLET', 'POLYMER', 'CF DEFECT', 'AS-RESIDUE-E', 'LIGHT METAL']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_B37G9FM-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'PI SPOT-WITH PAR', 'GLASS BROKEN', 'M1-ABNORMAL', 'ITO-RESIDUE-T']","['TFT', 'CF']"
CF DEFECT@NP@CF@CF_B5B13VF-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'OP', 'INT', 'UP']","['CF DEFECT', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'ESD', 'CF REPAIR FAIL']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_B6095EA-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'INT', 'UP']","['CF REPAIR FAIL', 'POLYMER', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_B4TL4GD-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'INT', 'OP']","['CF PS DEFORMATION', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'LIGHT METAL', 'ESD']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_B14N9SD-1-3.jpg,TFT,TFT,UP,OP,FIBER,POLYMER,"['OP', 'NP', 'UP', 'INT']","['POLYMER', 'M1-ABNORMAL', 'FIBER', 'PI SPOT-WITH PAR', 'LIGHT METAL']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_B5AZ8MA-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'UP', 'OP', 'INT']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'PV-HOLE-T', 'ESD', 'LIGHT METAL']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_B56301R-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'INT', 'UP']","['GLASS CULLET', 'CF DEFECT', 'PV-HOLE-T', 'CF REPAIR FAIL', 'CF PS DEFORMATION']","['CF', 'TFT']"
FIBER@OP@CF@Cell_B54B2VJ-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'NP', 'UP']","['FIBER', 'POLYMER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'CF DEFECT']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_H1CV5BF-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'ITO-RESIDUE-T', 'GLASS BROKEN']","['TFT', 'CF']"
M1-ABNORMAL@NP@TFT@Array_B55Q7AG-1-3.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'INT', 'UP', 'OP']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T', 'CF PS DEFORMATION']","['TFT', 'CF']"
POLYMER@UP@TFT@Cell_B51D0AT-2-3.jpg,TFT,TFT,UP,UP,POLYMER,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'POLYMER', 'CF DEFECT', 'AS-RESIDUE-E']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_B56L0HD-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'OP', 'INT']","['LIGHT METAL', 'CF DEFECT', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'FIBER']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_B4TL4DD-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF DEFECT,"['NP', 'INT', 'UP', 'OP']","['CF DEFECT', 'CF REPAIR FAIL', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION']","['CF', 'TFT']"
POLYMER@UP@TFT@Cell_B4R41JT-1-3.jpg,TFT,TFT,UP,UP,POLYMER,POLYMER,"['UP', 'OP', 'NP', 'INT']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'GLASS CULLET', 'ESD']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_B52E2FC-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'OP', 'NP']","['PI SPOT-WITH PAR', 'GLASS BROKEN', 'FIBER', 'ESD', 'LIGHT METAL']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_B67H3RE-1-1.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'OP', 'INT']","['AS-RESIDUE-E', 'GLASS CULLET', 'CF DEFECT', 'M1-ABNORMAL', 'PV-HOLE-T']","['TFT', 'CF']"
ESD@INT@TFT@Cell_B4M46K5-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'UP', 'NP', 'OP']","['ESD', 'GLASS BROKEN', 'POLYMER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_H1CV5BE-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,POLYMER,"['UP', 'OP', 'INT', 'NP']","['POLYMER', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'LIGHT METAL', 'FIBER']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_B60N7PR-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'POLYMER', 'ITO-RESIDUE-T', 'ESD']","['CF', 'TFT']"
